provider,locale,category,publishedAt,title,link,sourceName,language,description
google,en,finance,2026-04-22T08:21:00Z,"Copper Wire & Cable Market by Insulation Type, Voltage Type, Installation, Application, End-use Industry, and Region - Forecast to 2032 - Yahoo Finance",https://news.google.com/rss/articles/CBMiqAFBVV95cUxPbjhHWFpRQ0g3Mzd1Mk1BQlIyaEpiQmNMZEtKMm1DWU0tZW1iOGlua3lvNHNBcF8zd21SdFlXeFFSU2tlYWhWeHpnMUJVRW50elhqdnprRTZRaHNHLVpTTnplZnFFRldqTVRqYi04RzJwMlE0QUlZSmsxaG5KMWdtdmlYTF9uQm85NUQ0aDFZckdGWkNKYkdnTVBrZ3B2akVtZmJmcTI2UTY?oc=5,Yahoo Finance,en,"<a href=""https://news.google.com/rss/articles/CBMiqAFBVV95cUxPbjhHWFpRQ0g3Mzd1Mk1BQlIyaEpiQmNMZEtKMm1DWU0tZW1iOGlua3lvNHNBcF8zd21SdFlXeFFSU2tlYWhWeHpnMUJVRW50elhqdnprRTZRaHNHLVpTTnplZnFFRldqTVRqYi04RzJwMlE0QUlZSmsxaG5KMWdtdmlYTF9uQm85NUQ0aDFZckdGWkNKYkdnTVBrZ3B2akVtZmJmcTI2UTY?oc=5"" target=""_blank"">Copper Wire & Cable Market by Insulation Type, Voltage Type, Installation, Application, End-use Industry, and Region - Forecast to 2032</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>"
google,tr,finance,2026-04-22T08:13:18Z,"Borsa İstanbul, İngiltere’de 'Tanınmış Borsa' oldu haberi - Borsanın Gündemi",https://news.google.com/rss/articles/CBMilwFBVV95cUxNZUxoSHpoNFp2VmNDTFJRajRvVm02RmtzT1F1V3l3Yk5LWjBqODdwcDZPbGhzb05kZUNLQlhpNDl0VkR1TzlDMmR2TVBqYnlpM0FyWTdreVZrT2dnT3pBbzJpVWRsTHQ1NUVqRFEtVGRXN2lwLTk3QzMtU0M1VTBUODJPNVBRcW1GWmVmSkRXeVppX085YV93?oc=5,Borsanın Gündemi,tr,"<a href=""https://news.google.com/rss/articles/CBMilwFBVV95cUxNZUxoSHpoNFp2VmNDTFJRajRvVm02RmtzT1F1V3l3Yk5LWjBqODdwcDZPbGhzb05kZUNLQlhpNDl0VkR1TzlDMmR2TVBqYnlpM0FyWTdreVZrT2dnT3pBbzJpVWRsTHQ1NUVqRFEtVGRXN2lwLTk3QzMtU0M1VTBUODJPNVBRcW1GWmVmSkRXeVppX085YV93?oc=5"" target=""_blank"">Borsa İstanbul, İngiltere’de 'Tanınmış Borsa' oldu haberi</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Borsanın Gündemi</font>"
google,tr,finance,2026-04-22T07:29:52Z,CANLI BORSA | Borsa yükselişle başladı: 22 Nisan 2026 Çarşamba BIST 100 endeksi - Finans haberlerinin doğru adresi - Mynet Finans Haber - Mynet Finans,https://news.google.com/rss/articles/CBMixgFBVV95cUxNT01Hal9pdDhrbEtBcG1sWEFIWDBPc1FyMzdYc0toRGN2QzM0WGdhR2F1dDk1VHJzLWdyU2FEZlpGS295ZVBiVFMzRjh4bzJLa1BIMFRmakd0MGwxcjQ3Y0I5cThvTHdiUHNZVEhPczFYdVBvOWVPWFpWdXZDS3YxRnVjLUI3T2dKMXd5X0xMaGF6cGhPR1M4c0ZfaFNZUVY3VTAwX0VWS1ExOENqMHQxdDQ0NVV5TFMxMi1xZlB5Nk16RVlWUGfSAbcBQVVfeXFMTmJPekZvM2hXUVRZQ1RzYWkyMGktYXhCWENLNEZDVGZqUFdBVFpmdTZHNG5NeXMzYzFVNENoLVBPYkowalM2bE9hdWtZWWE5ZndtYWlLRndfMTROLWxZTEdnb2NhalB3cm1KMHJkWWdublQycjVES1lCdTh1UzZfUmFYTy1jX1ZhVXl5VXpsMUdiOTN5V1VYN0RwM0xEeVdtMTBSaEwtNEhuaHl2dXgzX3pEZ2tnRE5V?oc=5,Mynet Finans,tr,"<a href=""https://news.google.com/rss/articles/CBMixgFBVV95cUxNT01Hal9pdDhrbEtBcG1sWEFIWDBPc1FyMzdYc0toRGN2QzM0WGdhR2F1dDk1VHJzLWdyU2FEZlpGS295ZVBiVFMzRjh4bzJLa1BIMFRmakd0MGwxcjQ3Y0I5cThvTHdiUHNZVEhPczFYdVBvOWVPWFpWdXZDS3YxRnVjLUI3T2dKMXd5X0xMaGF6cGhPR1M4c0ZfaFNZUVY3VTAwX0VWS1ExOENqMHQxdDQ0NVV5TFMxMi1xZlB5Nk16RVlWUGfSAbcBQVVfeXFMTmJPekZvM2hXUVRZQ1RzYWkyMGktYXhCWENLNEZDVGZqUFdBVFpmdTZHNG5NeXMzYzFVNENoLVBPYkowalM2bE9hdWtZWWE5ZndtYWlLRndfMTROLWxZTEdnb2NhalB3cm1KMHJkWWdublQycjVES1lCdTh1UzZfUmFYTy1jX1ZhVXl5VXpsMUdiOTN5V1VYN0RwM0xEeVdtMTBSaEwtNEhuaHl2dXgzX3pEZ2tnRE5V?oc=5"" target=""_blank"">CANLI BORSA | Borsa yükselişle başladı: 22 Nisan 2026 Çarşamba BIST 100 endeksi - Finans haberlerinin doğru adresi - Mynet Finans Haber</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Mynet Finans</font>"
google,tr,finance,2026-04-22T07:26:51Z,Borsa İstanbul son durum 22 Nisan Çarşamba 2026: BIST 100 yorum - Finans haberlerinin doğru adresi - Mynet Finans Haber - Mynet Finans,https://news.google.com/rss/articles/CBMiswFBVV95cUxOc0x1RVBhbUVKNFJiZkMxdlhfZU5oVGVjVG1oYTlqYm5WeW1GLWY4bnl3czFjVWxsemsyVmY0U19iTzFzMXlpMUo0ZUJKQlk0VzNNeHhBQllRcnZWemxOYzc1eHU4RU14N0JjQmwzVzNzLXZJeVc0N292VGpjckp1ZlhqcmVqajRXbWxzeU5BZFN4cDNmLTVvUVZzd0ZOeDBOaTd2T0txVmtVQXdWamRMQmlEc9IBpAFBVV95cUxPbC1McmxzZmVYTmVHTTEtal9KTWs3My04SkhNcVMwWVhOV0c4VWtQZ0l3Z01HMFVENDRCTzBIcWQ3MUFjQ3A5TEZRXzdSN1NHZmN6eE45ZUpBcWVCZHJmVVJ6a2NqSDJzTjktUjBheVF4NkJOVnFmcUd1U0RISVRNZ2xjX2ZBXzl5ZGMzM2t5X2FoMWhYZ1ZuS1ZPWDI5T3VRSkNkNg?oc=5,Mynet Finans,tr,"<a href=""https://news.google.com/rss/articles/CBMiswFBVV95cUxOc0x1RVBhbUVKNFJiZkMxdlhfZU5oVGVjVG1oYTlqYm5WeW1GLWY4bnl3czFjVWxsemsyVmY0U19iTzFzMXlpMUo0ZUJKQlk0VzNNeHhBQllRcnZWemxOYzc1eHU4RU14N0JjQmwzVzNzLXZJeVc0N292VGpjckp1ZlhqcmVqajRXbWxzeU5BZFN4cDNmLTVvUVZzd0ZOeDBOaTd2T0txVmtVQXdWamRMQmlEc9IBpAFBVV95cUxPbC1McmxzZmVYTmVHTTEtal9KTWs3My04SkhNcVMwWVhOV0c4VWtQZ0l3Z01HMFVENDRCTzBIcWQ3MUFjQ3A5TEZRXzdSN1NHZmN6eE45ZUpBcWVCZHJmVVJ6a2NqSDJzTjktUjBheVF4NkJOVnFmcUd1U0RISVRNZ2xjX2ZBXzl5ZGMzM2t5X2FoMWhYZ1ZuS1ZPWDI5T3VRSkNkNg?oc=5"" target=""_blank"">Borsa İstanbul son durum 22 Nisan Çarşamba 2026: BIST 100 yorum - Finans haberlerinin doğru adresi - Mynet Finans Haber</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Mynet Finans</font>"
google,tr,finance,2026-04-22T07:18:00Z,"23 Nisan (yarın) borsa açık mı, kapalı mı? - Dünya Gazetesi",https://news.google.com/rss/articles/CBMilAFBVV95cUxOa1Y3YUNGZUN1NVlvRmpqZndseXozOExMelpCVlhZeWMxVDl6NVRLUVljTmFFc0ttcWktTmFLY193U3RQYU1NSS15clktc2V4QVpUQlVBeGtQc2R6REotazZKRXVQYm82aF9SVU13bnZlS28xZ3lXdVdxXzk2U25lYmg2d2toWWdxaFhXUG9hUTlnajFl?oc=5,Dünya Gazetesi,tr,"<a href=""https://news.google.com/rss/articles/CBMilAFBVV95cUxOa1Y3YUNGZUN1NVlvRmpqZndseXozOExMelpCVlhZeWMxVDl6NVRLUVljTmFFc0ttcWktTmFLY193U3RQYU1NSS15clktc2V4QVpUQlVBeGtQc2R6REotazZKRXVQYm82aF9SVU13bnZlS28xZ3lXdVdxXzk2U25lYmg2d2toWWdxaFhXUG9hUTlnajFl?oc=5"" target=""_blank"">23 Nisan (yarın) borsa açık mı, kapalı mı?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Dünya Gazetesi</font>"
google,tr,finance,2026-04-22T07:09:00Z,"Borsa güne yükselişle başladı, gözler TCMB’nin faiz kararında - Dünya Gazetesi",https://news.google.com/rss/articles/CBMirAFBVV95cUxQSGlNUl9IWHZwdVNUelFtbjJWQU11ZXY4RlhySmxBTmJaYU0tVlNUMk1uRUlGeXZIVjFkZW5FLTFWRjNBU1FxbkFHMjVCb2g3TmF5ejlFU2tjZ2RodG8wRVVWeXFsRTh3MW8xMUNmLWNUeE9DUzVUVkRWd19obW9xd216SUVSRWl6ZzJpWTBuWmdzT2J6ZnN1ZXg4clNaeklHVl91cDdEYmxDZWNB?oc=5,Dünya Gazetesi,tr,"<a href=""https://news.google.com/rss/articles/CBMirAFBVV95cUxQSGlNUl9IWHZwdVNUelFtbjJWQU11ZXY4RlhySmxBTmJaYU0tVlNUMk1uRUlGeXZIVjFkZW5FLTFWRjNBU1FxbkFHMjVCb2g3TmF5ejlFU2tjZ2RodG8wRVVWeXFsRTh3MW8xMUNmLWNUeE9DUzVUVkRWd19obW9xd216SUVSRWl6ZzJpWTBuWmdzT2J6ZnN1ZXg4clNaeklHVl91cDdEYmxDZWNB?oc=5"" target=""_blank"">Borsa güne yükselişle başladı, gözler TCMB’nin faiz kararında</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Dünya Gazetesi</font>"
google,tr,finance,2026-04-22T07:06:25Z,Brisa Bridgestone Sabancı 1 milyar TL’lik tahvil ihracını tamamladı Yazar Investing.com - Investing.com Türkiye,https://news.google.com/rss/articles/CBMivAFBVV95cUxOWTNud28zQ3kyM2t5QUZhdlR5bTk5MjZQa0k2azhOSmtzSG8tS2ZhbXJwb0JsV21QaUV6UU1HS0taWi1td2ZWS3JqYlAzRWs5Tk1FVkw3aWREWjFfUktaMW44YWQ5RnFRNEdrTjZadEFLRTJfX1hSVHhmRnFudE5aSDgwTmt6R3dQTDNBUmdMTzJJTjd5R2pyR3pLQ09pcnhuZHRmcTUyTzVwTmNMZWp5Qy1XY0NxLV9sdmRPbg?oc=5,Investing.com Türkiye,tr,"<a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxOWTNud28zQ3kyM2t5QUZhdlR5bTk5MjZQa0k2azhOSmtzSG8tS2ZhbXJwb0JsV21QaUV6UU1HS0taWi1td2ZWS3JqYlAzRWs5Tk1FVkw3aWREWjFfUktaMW44YWQ5RnFRNEdrTjZadEFLRTJfX1hSVHhmRnFudE5aSDgwTmt6R3dQTDNBUmdMTzJJTjd5R2pyR3pLQ09pcnhuZHRmcTUyTzVwTmNMZWp5Qy1XY0NxLV9sdmRPbg?oc=5"" target=""_blank"">Brisa Bridgestone Sabancı 1 milyar TL’lik tahvil ihracını tamamladı Yazar Investing.com</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Investing.com Türkiye</font>"
google,tr,finance,2026-04-22T06:57:59Z,Bitcoin 78 bin doları test etti: Kripto piyasasında yükseliş rüzgarı ve yeni zirve beklentisi! - A Para,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNY0JTeDY3SFVmemJNVzRQSVE2RWJvb1UxbmFhb1kzbmxnUHZWZ25UaXV2Ui03Q04wVkRoT3NMRjU3clJrVEFwR0NWUHA5TDRsTUdzV0NkY2RGY01Ba0dfYzJwTElJeERnVmc4dG93aDRIVjgtN2tqeFo5MXdERTJsdEFzT3pYcnlGMDMtZjE1dGpmcGhoUnFENTVYVV8wT08zQ2xJQWtTZUV3SnNaYy1PQk9qaEdMSnM3RW9mUlkteklOb0JXS3lOQ0lYSzRzUGx5aUUzMA?oc=5,A Para,tr,"<a href=""https://news.google.com/rss/articles/CBMi1AFBVV95cUxNY0JTeDY3SFVmemJNVzRQSVE2RWJvb1UxbmFhb1kzbmxnUHZWZ25UaXV2Ui03Q04wVkRoT3NMRjU3clJrVEFwR0NWUHA5TDRsTUdzV0NkY2RGY01Ba0dfYzJwTElJeERnVmc4dG93aDRIVjgtN2tqeFo5MXdERTJsdEFzT3pYcnlGMDMtZjE1dGpmcGhoUnFENTVYVV8wT08zQ2xJQWtTZUV3SnNaYy1PQk9qaEdMSnM3RW9mUlkteklOb0JXS3lOQ0lYSzRzUGx5aUUzMA?oc=5"" target=""_blank"">Bitcoin 78 bin doları test etti: Kripto piyasasında yükseliş rüzgarı ve yeni zirve beklentisi!</a>&nbsp;&nbsp;<font color=""#6f6f6f"">A Para</font>"
google,en,finance,2026-04-22T06:37:00Z,Memory Stock Valuations Spark Debate Over ‘Supercycle’ Potential - Yahoo Finance,https://news.google.com/rss/articles/CBMiowFBVV95cUxPSGk4SGd0QmNhWi10VXNtTnpsMHFDSUhhcUVsd0dCY1RBb01lTjd6X1R1bVN4QXZwVjREMEJiTmRDX1NtTWNSOVJwX29OOVowVUhBNS10WTlQNDZEX0lnVG1MMVJ0NTM1OFlkS21BTXpwSDVTTE5JRHdzZnhuVXpDMlFYRGVTZFRCZzJGRnBEbzFCMS1XQnZuZ1pQd2hQc0FhSmdN?oc=5,Yahoo Finance,en,"<a href=""https://news.google.com/rss/articles/CBMiowFBVV95cUxPSGk4SGd0QmNhWi10VXNtTnpsMHFDSUhhcUVsd0dCY1RBb01lTjd6X1R1bVN4QXZwVjREMEJiTmRDX1NtTWNSOVJwX29OOVowVUhBNS10WTlQNDZEX0lnVG1MMVJ0NTM1OFlkS21BTXpwSDVTTE5JRHdzZnhuVXpDMlFYRGVTZFRCZzJGRnBEbzFCMS1XQnZuZ1pQd2hQc0FhSmdN?oc=5"" target=""_blank"">Memory Stock Valuations Spark Debate Over ‘Supercycle’ Potential</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>"
google,tr,finance,2026-04-22T06:31:50Z,Illumination Acquisition Corp I (ILLUW) - Amerikan Borsası Hisse Detay | Mynet - Mynet Finans,https://news.google.com/rss/articles/CBMicEFVX3lxTE04NkFpV2ZoYkI5TEIwNFMzeWlOR0RCZ1ZvY1VCanFHN0FxYmU2T2dERUpUTDVvUVRRSV85UllEcjAySHBxRk1sRUJKNGdFQlZINm55M0FMMnAwUmF2Z0NuTHRmUzZxaERuNXdEUU8zVkk?oc=5,Mynet Finans,tr,"<a href=""https://news.google.com/rss/articles/CBMicEFVX3lxTE04NkFpV2ZoYkI5TEIwNFMzeWlOR0RCZ1ZvY1VCanFHN0FxYmU2T2dERUpUTDVvUVRRSV85UllEcjAySHBxRk1sRUJKNGdFQlZINm55M0FMMnAwUmF2Z0NuTHRmUzZxaERuNXdEUU8zVkk?oc=5"" target=""_blank"">Illumination Acquisition Corp I (ILLUW) - Amerikan Borsası Hisse Detay | Mynet</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Mynet Finans</font>"
google,tr,finance,2026-04-22T06:23:55Z,Nativo Resources ATM programı kapsamında 200 milyon hisse ihraç etti Yazar Investing.com - Investing.com Türkiye,https://news.google.com/rss/articles/CBMivwFBVV95cUxPc2NWeVdUOTlsMUdBSWRkNHFuVm92VkZxdjRsZGJGLWZEN1FwUmZYVmtQUzJDYk1GN1AtUHNoUXJSb1ZwazBXMzRGMDcybVRRM1h1V2JMMno4QUNkX09VU0hhNHRYZ0g0OUxTcUZVbm55Zi1sQ3oxMmdCdG1NSFoweExIX0F3ZTkxcXdvdThjM0c1Zl8yVENYU1NSam9PcjdXWVNWWWw5dXFPeVZ0VVNCX1VCeFIxTHFqRnBBX3hsWQ?oc=5,Investing.com Türkiye,tr,"<a href=""https://news.google.com/rss/articles/CBMivwFBVV95cUxPc2NWeVdUOTlsMUdBSWRkNHFuVm92VkZxdjRsZGJGLWZEN1FwUmZYVmtQUzJDYk1GN1AtUHNoUXJSb1ZwazBXMzRGMDcybVRRM1h1V2JMMno4QUNkX09VU0hhNHRYZ0g0OUxTcUZVbm55Zi1sQ3oxMmdCdG1NSFoweExIX0F3ZTkxcXdvdThjM0c1Zl8yVENYU1NSam9PcjdXWVNWWWw5dXFPeVZ0VVNCX1VCeFIxTHFqRnBBX3hsWQ?oc=5"" target=""_blank"">Nativo Resources ATM programı kapsamında 200 milyon hisse ihraç etti Yazar Investing.com</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Investing.com Türkiye</font>"
google,tr,finance,2026-04-22T05:55:23Z,Escar Filo hissedarları hisse devir sözleşmesi imzaladı Yazar Investing.com - Investing.com Türkiye,https://news.google.com/rss/articles/CBMisAFBVV95cUxONndIYW5NemdCN1ZNWU5JWTF0MFROVlFPR3E4WFNmZXpRYU5KOGpFMzRyWk16U2NpclhWNFpRV1JsUC1fZ2FRVWFsZ2dTVHhaeU43S0VwTnl5eWR6V0cyeXJnWm1yYXFiQnNOeHVkNl96OUpKZ1FoWEhNU1dtN0Y3ZG1ncjZDVzJES1o4OEloUDVvak01aEZSb3NlMTV3d2lPX0paMlF6aEIyMFdNN0pCZg?oc=5,Investing.com Türkiye,tr,"<a href=""https://news.google.com/rss/articles/CBMisAFBVV95cUxONndIYW5NemdCN1ZNWU5JWTF0MFROVlFPR3E4WFNmZXpRYU5KOGpFMzRyWk16U2NpclhWNFpRV1JsUC1fZ2FRVWFsZ2dTVHhaeU43S0VwTnl5eWR6V0cyeXJnWm1yYXFiQnNOeHVkNl96OUpKZ1FoWEhNU1dtN0Y3ZG1ncjZDVzJES1o4OEloUDVvak01aEZSb3NlMTV3d2lPX0paMlF6aEIyMFdNN0pCZg?oc=5"" target=""_blank"">Escar Filo hissedarları hisse devir sözleşmesi imzaladı Yazar Investing.com</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Investing.com Türkiye</font>"
google,tr,finance,2026-04-22T05:15:19Z,"Çinli kripto mogulü Li Lin’in özel ticaret kolu, Hong Kong’da listelenen bir servet yönetimi şirketine taşınmaya hazırlanıyor - CoinDesk",https://news.google.com/rss/articles/CBMi4AFBVV95cUxOWTctdVBuaDg1bW9FVE5jLXhzMWJIeXBLQ01GVFMtcUZqX2gwYWxPZzlDeUNFeGp5WUFDM2JkTF9KdWRrMnJ3SjBDSm9JeER2NjI5R1hyUXY0aXowdms5M1N6QUYtRnk2X0w1OTFGYkxkZ2ZwTjY2Nl92YmdJNWNBUzZmWEJTN3JVdzNESVZwLV9UcGdKTVc2dC1VbVF3Y29yRktzdWwtSXNIeVAyUTJPb0pGNXlRckowOWh3eHZ4OE82TGt4MElFNWJqMUZ5cHI1Q2V6N3FzOGtEQk1PS24zdw?oc=5,CoinDesk,tr,"<a href=""https://news.google.com/rss/articles/CBMi4AFBVV95cUxOWTctdVBuaDg1bW9FVE5jLXhzMWJIeXBLQ01GVFMtcUZqX2gwYWxPZzlDeUNFeGp5WUFDM2JkTF9KdWRrMnJ3SjBDSm9JeER2NjI5R1hyUXY0aXowdms5M1N6QUYtRnk2X0w1OTFGYkxkZ2ZwTjY2Nl92YmdJNWNBUzZmWEJTN3JVdzNESVZwLV9UcGdKTVc2dC1VbVF3Y29yRktzdWwtSXNIeVAyUTJPb0pGNXlRckowOWh3eHZ4OE82TGt4MElFNWJqMUZ5cHI1Q2V6N3FzOGtEQk1PS24zdw?oc=5"" target=""_blank"">Çinli kripto mogulü Li Lin’in özel ticaret kolu, Hong Kong’da listelenen bir servet yönetimi şirketine taşınmaya hazırlanıyor</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CoinDesk</font>"
google,tr,finance,2026-04-22T05:11:47Z,25 milyar dolarlık hisse geri alımı! haberi - Borsanın Gündemi,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPVnhxVmpDVVJpX2w4LXl2UjBiUzJpUDlYal9VOFJOQWI4RFhPbWJJWW5pVEUzNTZJN2RGSWx3LWRGRENnTUtmR2NMTVRZRkxNZU1lcVRUbTV6c0tOY3NvT0lJck9JTlRQdkF3SWRFbWhUcHJZWkZ5M3dVMDM4SmtyTnVLYWNubWkx?oc=5,Borsanın Gündemi,tr,"<a href=""https://news.google.com/rss/articles/CBMiiAFBVV95cUxPVnhxVmpDVVJpX2w4LXl2UjBiUzJpUDlYal9VOFJOQWI4RFhPbWJJWW5pVEUzNTZJN2RGSWx3LWRGRENnTUtmR2NMTVRZRkxNZU1lcVRUbTV6c0tOY3NvT0lJck9JTlRQdkF3SWRFbWhUcHJZWkZ5M3dVMDM4SmtyTnVLYWNubWkx?oc=5"" target=""_blank"">25 milyar dolarlık hisse geri alımı! haberi</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Borsanın Gündemi</font>"
google,tr,finance,2026-04-22T04:15:43Z,Yesway halka arzı hisse başına 20 dolardan fiyatlandırdı Yazar Investing.com - Investing.com Türkiye,https://news.google.com/rss/articles/CBMirAFBVV95cUxOYWRGY0ZTN2lVV0dVcU90MVpjbUlocU1NcnY4MlVXYXJkbzEtNGVJSVJQRlVNdW1WbHhRWHZxQnExOG5SeGJMU0pVTWY0cXJJMjdCSk01SHBoZ2RmN0JrZk5STFM4WnhUdmctd2ZEdVZDRUt1QnI2UV9GOFR4Q2pvLWZBYmtNMWpfWFZFb3pqcWV6MThYRDcwVUZuUXBxN2JiUURHcnBuaWgzeTF4?oc=5,Investing.com Türkiye,tr,"<a href=""https://news.google.com/rss/articles/CBMirAFBVV95cUxOYWRGY0ZTN2lVV0dVcU90MVpjbUlocU1NcnY4MlVXYXJkbzEtNGVJSVJQRlVNdW1WbHhRWHZxQnExOG5SeGJMU0pVTWY0cXJJMjdCSk01SHBoZ2RmN0JrZk5STFM4WnhUdmctd2ZEdVZDRUt1QnI2UV9GOFR4Q2pvLWZBYmtNMWpfWFZFb3pqcWV6MThYRDcwVUZuUXBxN2JiUURHcnBuaWgzeTF4?oc=5"" target=""_blank"">Yesway halka arzı hisse başına 20 dolardan fiyatlandırdı Yazar Investing.com</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Investing.com Türkiye</font>"
google,en,finance,2026-04-22T04:01:01Z,New platform allows UK investors to hold crypto in Isas again - Financial Times,https://news.google.com/rss/articles/CBMihAFBVV95cUxOZ1F4U3JxWHZRcmJEMy1PMVFoek82UkxRZ2NlSVBBQzg3LTRHQWRMSjk1dUZRN1NrZVk0b0VHR25nUktsamVOMndCWmItTzFBYVg4VzNQM3BvZHAtQWFLeUtibVF1R3oyQUpJSjRoYl9TVS1qSHl2czkzSXdDZjFqbDNkMDY?oc=5,Financial Times,en,"<a href=""https://news.google.com/rss/articles/CBMihAFBVV95cUxOZ1F4U3JxWHZRcmJEMy1PMVFoek82UkxRZ2NlSVBBQzg3LTRHQWRMSjk1dUZRN1NrZVk0b0VHR25nUktsamVOMndCWmItTzFBYVg4VzNQM3BvZHAtQWFLeUtibVF1R3oyQUpJSjRoYl9TVS1qSHl2czkzSXdDZjFqbDNkMDY?oc=5"" target=""_blank"">New platform allows UK investors to hold crypto in Isas again</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Financial Times</font>"
google,tr,finance,2026-04-22T03:48:35Z,Yesway halka arzda hisse başına 20 dolar fiyat belirledi Yazar Investing.com - Investing.com Türkiye,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQeHNRWDl3S3pLb1NPRUVxZ1lKY2Y2d3Vkb2dyV0MtNTlSbWFFUGk1QVVzRFhYc3FZY3puMkxLd0JjZVBSM1gyT18yV19EVGt4dzNyOEpnZnBHLXQxdXp5T1REUFZTelZjaFItai1idGJmdVV5VGpuY0RZNEtyTVlxWjVqNEU4aGRvM3hCWFRxaHQ1TVItTmRfMUxRcjRYN2hXbzRfMW1XUXlXZWd3QzNXd3dzTFY3QmJq?oc=5,Investing.com Türkiye,tr,"<a href=""https://news.google.com/rss/articles/CBMiuAFBVV95cUxQeHNRWDl3S3pLb1NPRUVxZ1lKY2Y2d3Vkb2dyV0MtNTlSbWFFUGk1QVVzRFhYc3FZY3puMkxLd0JjZVBSM1gyT18yV19EVGt4dzNyOEpnZnBHLXQxdXp5T1REUFZTelZjaFItai1idGJmdVV5VGpuY0RZNEtyTVlxWjVqNEU4aGRvM3hCWFRxaHQ1TVItTmRfMUxRcjRYN2hXbzRfMW1XUXlXZWd3QzNXd3dzTFY3QmJq?oc=5"" target=""_blank"">Yesway halka arzda hisse başına 20 dolar fiyat belirledi Yazar Investing.com</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Investing.com Türkiye</font>"
google,en,finance,2026-04-22T03:47:00Z,Coinbase vs. Bitcoin: Why the Crypto Stock Is a Better Buy - The Motley Fool,https://news.google.com/rss/articles/CBMimAFBVV95cUxQak1EWlJEVlppSjlodU5mOGdRRTdzcHVNX0Z3Yk8zeVRmNlRTSkxZd1dkXzhERVVpTENZNTN0Y2IxVDR0S05qN0t3bDY5RTFOanJtdTNHUTdqRkVQWndrY3ktNEhBZTJMNXh4QURteXZiZm9rWF9SUWstc3pOcE1ESWVaM3pkMVF5Z2FfVmdURTQwTTZyelppZw?oc=5,The Motley Fool,en,"<a href=""https://news.google.com/rss/articles/CBMimAFBVV95cUxQak1EWlJEVlppSjlodU5mOGdRRTdzcHVNX0Z3Yk8zeVRmNlRTSkxZd1dkXzhERVVpTENZNTN0Y2IxVDR0S05qN0t3bDY5RTFOanJtdTNHUTdqRkVQWndrY3ktNEhBZTJMNXh4QURteXZiZm9rWF9SUWstc3pOcE1ESWVaM3pkMVF5Z2FfVmdURTQwTTZyelppZw?oc=5"" target=""_blank"">Coinbase vs. Bitcoin: Why the Crypto Stock Is a Better Buy</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Motley Fool</font>"
google,tr,finance,2026-04-22T03:25:59Z,Target Hospitality 98 milyon dolarlık hisse arzını fiyatladı Yazar Investing.com - Investing.com Türkiye,https://news.google.com/rss/articles/CBMisgFBVV95cUxPbURZWGVrUDdTNzlrTlJYN2NwUDlKQ1k0dS1UQl9lSks2WkJ1X1pSOGIwYmh5MkJZNlA0VjhIdTRabnR1MDlSYUJtUFR5dDhtMlpfZ2RXZ25uS1R5ZzlzakJkTlhHVUJMclpoTU00VHdHeWNyenhrY1E0ZXRLS1FmczZsUGJBT3lzUU5LRG9TWnFuVkNDT01xUGI4NUhuSGR3SmljSGViMFJod0NodVgzcmlB?oc=5,Investing.com Türkiye,tr,"<a href=""https://news.google.com/rss/articles/CBMisgFBVV95cUxPbURZWGVrUDdTNzlrTlJYN2NwUDlKQ1k0dS1UQl9lSks2WkJ1X1pSOGIwYmh5MkJZNlA0VjhIdTRabnR1MDlSYUJtUFR5dDhtMlpfZ2RXZ25uS1R5ZzlzakJkTlhHVUJMclpoTU00VHdHeWNyenhrY1E0ZXRLS1FmczZsUGJBT3lzUU5LRG9TWnFuVkNDT01xUGI4NUhuSGR3SmljSGViMFJod0NodVgzcmlB?oc=5"" target=""_blank"">Target Hospitality 98 milyon dolarlık hisse arzını fiyatladı Yazar Investing.com</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Investing.com Türkiye</font>"
